Accession_ID	Chr	Start	End	Strand	Length	B_1_1	B_1_2	B_1_3	B_2_1	B_2_2	B_2_3	B_3_1	B_3_2	B_3_3	B_4_1	B_4_2	B_4_3
lcl|NZ_CP046058.1_cds_WP_002753531.1_914	lcl|NZ_CP046058.1_cds_WP_002753531.1_914	1	1323	+	1323	151	194	287	50	68	91	572	300	201	20	18	25
lcl|NZ_CP046058.1_cds_WP_103112239.1_915	lcl|NZ_CP046058.1_cds_WP_103112239.1_915	1	1026	+	1026	124	115	259	6	14	27	559	235	133	8	16	16
lcl|NZ_CP046058.1_cds_WP_002753524.1_916	lcl|NZ_CP046058.1_cds_WP_002753524.1_916	1	372	+	372	55	33	61	2	5	2	177	99	42	0	6	8
lcl|NZ_CP046058.1_cds_WP_103112240.1_917	lcl|NZ_CP046058.1_cds_WP_103112240.1_917	1	1764	+	1764	719	991	1086	30	67	108	2613	945	591	42	30	60
lcl|NZ_CP046058.1_cds_WP_103112241.1_918	lcl|NZ_CP046058.1_cds_WP_103112241.1_918	1	1365	+	1365	581	629	1001	38	99	126	2347	957	589	53	18	61
lcl|NZ_CP046058.1_cds_WP_016517237.1_919	lcl|NZ_CP046058.1_cds_WP_016517237.1_919	1	762	+	762	1005	1161	1244	70	174	210	3748	1232	799	68	72	94
lcl|NZ_CP046058.1_cds_WP_103112242.1_920	lcl|NZ_CP046058.1_cds_WP_103112242.1_920	1	1812	+	1812	855	1027	1235	37	122	172	2648	1426	711	53	34	77
lcl|NZ_CP046058.1_cds_WP_103112243.1_921	lcl|NZ_CP046058.1_cds_WP_103112243.1_921	1	1554	+	1554	739	828	1298	47	94	130	3705	1286	761	39	30	58
lcl|NZ_CP046058.1_cds_WP_103112244.1_922	lcl|NZ_CP046058.1_cds_WP_103112244.1_922	1	3450	+	3450	2786	3328	4996	268	365	741	14430	5038	3175	158	109	187
lcl|NZ_CP046058.1_cds_WP_103112245.1_923	lcl|NZ_CP046058.1_cds_WP_103112245.1_923	1	3045	+	3045	1642	2263	2231	176	269	425	9634	3494	2365	156	95	262
lcl|NZ_CP046058.1_cds_WP_103127425.1_925	lcl|NZ_CP046058.1_cds_WP_103127425.1_925	1	342	+	342	20	25	17	9	19	23	23	16	26	8	2	3
lcl|NZ_CP046058.1_cds_WP_103112285.1_945	lcl|NZ_CP046058.1_cds_WP_103112285.1_945	1	804	+	804	99	137	137	35	22	57	76	78	61	8	4	7
lcl|NZ_CP046058.1_cds_WP_223210954.1_951	lcl|NZ_CP046058.1_cds_WP_223210954.1_951	1	282	+	282	2	0	6	2	2	0	2	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103112255.1_955	lcl|NZ_CP046058.1_cds_WP_103112255.1_955	1	1026	+	1026	2	8	7	2	2	4	1	2	4	0	0	0
lcl|NZ_CP046058.1_cds_WP_103112266.1_970	lcl|NZ_CP046058.1_cds_WP_103112266.1_970	1	1617	+	1617	79	94	101	35	8	57	63	30	39	19	6	10
lcl|NZ_CP046058.1_cds_WP_202861578.1_976	lcl|NZ_CP046058.1_cds_WP_202861578.1_976	1	1785	+	1785	309	263	182	2674	2567	3042	74	62	45	349	328	309
lcl|NZ_CP046058.1_cds_WP_016514577.1_978	lcl|NZ_CP046058.1_cds_WP_016514577.1_978	1	273	+	273	5	5	0	46	49	64	0	0	2	5	7	6
lcl|NZ_CP046058.1_cds_WP_103112274.1_990	lcl|NZ_CP046058.1_cds_WP_103112274.1_990	1	810	+	810	82	159	69	36	25	51	48	43	72	6	8	16
lcl|NZ_CP046058.1_cds_D3800_RS24325_995	lcl|NZ_CP046058.1_cds_D3800_RS24325_995	1	273	+	273	0	0	1	0	0	2	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_D3800_RS04965_1005	lcl|NZ_CP046058.1_cds_D3800_RS04965_1005	1	227	+	227	5	5	7	2	0	2	3	1	1	3	1	0
lcl|NZ_CP046058.1_cds_D3800_RS04980_1009	lcl|NZ_CP046058.1_cds_D3800_RS04980_1009	1	233	+	233	2	1	2	0	0	0	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_238406045.1_1011	lcl|NZ_CP046058.1_cds_WP_238406045.1_1011	1	2628	+	2628	59	161	118	43	44	71	44	52	120	12	8	22
lcl|NZ_CP046058.1_cds_WP_306307493.1_1014	lcl|NZ_CP046058.1_cds_WP_306307493.1_1014	1	354	+	354	9	4	0	2	5	0	3	1	5	2	0	0
lcl|NZ_CP046058.1_cds_WP_016516836.1_1015	lcl|NZ_CP046058.1_cds_WP_016516836.1_1015	1	726	+	726	89	136	173	104	100	144	120	98	180	29	26	60
lcl|NZ_CP046058.1_cds_WP_238406046.1_1036	lcl|NZ_CP046058.1_cds_WP_238406046.1_1036	1	957	+	957	472	685	603	158	52	170	352	268	233	23	8	30
lcl|NZ_CP046058.1_cds_D3800_RS05190_1050	lcl|NZ_CP046058.1_cds_D3800_RS05190_1050	1	932	+	932	260	369	338	59	36	97	114	78	94	15	5	25
lcl|NZ_CP046058.1_cds_WP_016517153.1_1057	lcl|NZ_CP046058.1_cds_WP_016517153.1_1057	1	387	+	387	253	319	245	86	90	109	186	86	209	22	18	34
lcl|NZ_CP046058.1_cds_WP_103112884.1_1113	lcl|NZ_CP046058.1_cds_WP_103112884.1_1113	1	723	+	723	105	125	120	63	58	72	151	48	111	12	7	30
lcl|NZ_CP046058.1_cds_WP_103112887.1_1117	lcl|NZ_CP046058.1_cds_WP_103112887.1_1117	1	312	+	312	2	9	0	6	5	0	0	4	7	0	0	0
lcl|NZ_CP046058.1_cds_WP_081330839.1_1158	lcl|NZ_CP046058.1_cds_WP_081330839.1_1158	1	495	+	495	1	9	5	8	2	9	6	4	8	4	0	0
lcl|NZ_CP046058.1_cds_WP_103112910.1_1168	lcl|NZ_CP046058.1_cds_WP_103112910.1_1168	1	219	+	219	152	223	207	54	58	63	127	78	81	18	22	18
lcl|NZ_CP046058.1_cds_WP_103112930.1_1173	lcl|NZ_CP046058.1_cds_WP_103112930.1_1173	1	573	+	573	10	13	14	5	0	9	6	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_202861587.1_1174	lcl|NZ_CP046058.1_cds_WP_202861587.1_1174	1	534	+	534	3	0	2	2	2	0	0	2	1	0	0	2
lcl|NZ_CP046058.1_cds_WP_202861588.1_1175	lcl|NZ_CP046058.1_cds_WP_202861588.1_1175	1	99	+	99	0	0	0	0	0	0	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103112914.1_1178	lcl|NZ_CP046058.1_cds_WP_103112914.1_1178	1	840	+	840	10	39	16	23	0	8	22	8	8	0	2	0
lcl|NZ_CP046058.1_cds_WP_103112918.1_1184	lcl|NZ_CP046058.1_cds_WP_103112918.1_1184	1	810	+	810	97	120	123	42	43	76	90	57	81	18	4	10
lcl|NZ_CP046058.1_cds_WP_238406048.1_1203	lcl|NZ_CP046058.1_cds_WP_238406048.1_1203	1	243	+	243	0	0	0	0	0	0	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111348.1_1204	lcl|NZ_CP046058.1_cds_WP_103111348.1_1204	1	573	+	573	7	5	3	0	0	2	2	2	3	2	0	0
lcl|NZ_CP046058.1_cds_WP_133158912.1_1206	lcl|NZ_CP046058.1_cds_WP_133158912.1_1206	1	1530	+	1530	0	0	0	0	0	0	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111344.1_1207	lcl|NZ_CP046058.1_cds_WP_103111344.1_1207	1	324	+	324	0	0	0	0	0	0	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111343.1_1208	lcl|NZ_CP046058.1_cds_WP_103111343.1_1208	1	570	+	570	0	0	0	0	0	0	0	1	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_162205088.1_1209	lcl|NZ_CP046058.1_cds_WP_162205088.1_1209	1	801	+	801	5	6	0	3	7	3	11	1	1	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111342.1_1210	lcl|NZ_CP046058.1_cds_WP_103111342.1_1210	1	249	+	249	2	0	2	0	0	0	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111340.1_1212	lcl|NZ_CP046058.1_cds_WP_103111340.1_1212	1	270	+	270	0	4	0	0	0	1	0	0	1	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111339.1_1213	lcl|NZ_CP046058.1_cds_WP_103111339.1_1213	1	330	+	330	0	0	1	0	2	1	0	0	0	1	0	0
lcl|NZ_CP046058.1_cds_WP_238142317.1_1214	lcl|NZ_CP046058.1_cds_WP_238142317.1_1214	1	1293	+	1293	7	15	20	18	14	12	18	4	12	6	0	1
lcl|NZ_CP046058.1_cds_WP_238406051.1_1237	lcl|NZ_CP046058.1_cds_WP_238406051.1_1237	1	486	+	486	0	4	12	0	6	0	4	6	8	0	1	4
lcl|NZ_CP046058.1_cds_WP_103111327.1_1239	lcl|NZ_CP046058.1_cds_WP_103111327.1_1239	1	507	+	507	40	41	48	25	16	43	8	22	25	10	4	4
lcl|NZ_CP046058.1_cds_WP_002731972.1_1240	lcl|NZ_CP046058.1_cds_WP_002731972.1_1240	1	699	+	699	357	517	504	301	328	554	313	291	513	133	65	116
lcl|NZ_CP046058.1_cds_WP_103111366.1_1241	lcl|NZ_CP046058.1_cds_WP_103111366.1_1241	1	1230	+	1230	48	58	64	40	34	40	37	24	46	24	11	20
lcl|NZ_CP046058.1_cds_WP_103111324.1_1244	lcl|NZ_CP046058.1_cds_WP_103111324.1_1244	1	1872	+	1872	90	105	67	72	93	124	107	75	118	44	20	28
lcl|NZ_CP046058.1_cds_WP_103111321.1_1250	lcl|NZ_CP046058.1_cds_WP_103111321.1_1250	1	1347	+	1347	178	283	249	42	29	42	137	56	115	11	8	13
lcl|NZ_CP046058.1_cds_WP_238142312.1_1259	lcl|NZ_CP046058.1_cds_WP_238142312.1_1259	1	231	+	231	21	15	12	12	8	10	28	18	35	4	2	4
lcl|NZ_CP046058.1_cds_WP_103111307.1_1290	lcl|NZ_CP046058.1_cds_WP_103111307.1_1290	1	660	+	660	1547	4551	3485	417	298	754	6445	392	1801	96	84	106
lcl|NZ_CP046058.1_cds_D3800_RS06390_1291	lcl|NZ_CP046058.1_cds_D3800_RS06390_1291	1	487	+	487	5179	7493	7307	3005	2306	4409	5093	2029	2327	929	520	776
lcl|NZ_CP046058.1_cds_WP_162205121.1_1319	lcl|NZ_CP046058.1_cds_WP_162205121.1_1319	1	864	+	864	205	237	156	63	52	111	91	126	117	33	17	20
lcl|NZ_CP046058.1_cds_WP_238142308.1_1321	lcl|NZ_CP046058.1_cds_WP_238142308.1_1321	1	246	+	246	6	5	18	4	1	5	2	1	5	1	1	0
lcl|NZ_CP046058.1_cds_WP_133158911.1_1322	lcl|NZ_CP046058.1_cds_WP_133158911.1_1322	1	624	+	624	0	0	0	0	0	0	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_238142307.1_1323	lcl|NZ_CP046058.1_cds_WP_238142307.1_1323	1	300	+	300	0	0	0	0	0	1	1	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111301.1_1324	lcl|NZ_CP046058.1_cds_WP_103111301.1_1324	1	1212	+	1212	2	0	0	2	0	0	0	2	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111300.1_1325	lcl|NZ_CP046058.1_cds_WP_103111300.1_1325	1	1827	+	1827	0	0	0	2	0	0	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111299.1_1326	lcl|NZ_CP046058.1_cds_WP_103111299.1_1326	1	3318	+	3318	0	0	0	0	0	0	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_162205089.1_1327	lcl|NZ_CP046058.1_cds_WP_162205089.1_1327	1	726	+	726	2	0	0	0	0	0	2	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111297.1_1328	lcl|NZ_CP046058.1_cds_WP_103111297.1_1328	1	471	+	471	0	0	0	0	0	0	0	0	0	0	2	0
lcl|NZ_CP046058.1_cds_WP_202861570.1_1331	lcl|NZ_CP046058.1_cds_WP_202861570.1_1331	1	276	+	276	0	1	0	2	1	1	0	1	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111284.1_1359	lcl|NZ_CP046058.1_cds_WP_103111284.1_1359	1	717	+	717	82	75	111	73	64	92	144	77	129	37	21	33
lcl|NZ_CP046058.1_cds_WP_002731701.1_1361	lcl|NZ_CP046058.1_cds_WP_002731701.1_1361	1	501	+	501	25	55	29	7	6	10	10	5	9	2	5	3
lcl|NZ_CP046058.1_cds_WP_103111274.1_1384	lcl|NZ_CP046058.1_cds_WP_103111274.1_1384	1	612	+	612	79	115	68	21	22	26	93	25	108	4	14	7
lcl|NZ_CP046058.1_cds_D3800_RS24395_1388	lcl|NZ_CP046058.1_cds_D3800_RS24395_1388	1	193	+	193	49	76	63	25	15	27	55	33	63	7	2	10
lcl|NZ_CP046058.1_cds_WP_162205123.1_1420	lcl|NZ_CP046058.1_cds_WP_162205123.1_1420	1	2886	+	2886	89	136	116	30	10	35	49	42	47	8	14	10
lcl|NZ_CP046058.1_cds_D3800_RS24920_1446	lcl|NZ_CP046058.1_cds_D3800_RS24920_1446	1	117	+	117	2	4	3	0	0	0	2	0	1	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111242.1_1453	lcl|NZ_CP046058.1_cds_WP_103111242.1_1453	1	1023	+	1023	350	527	533	85	59	172	123	114	114	55	21	31
lcl|NZ_CP046058.1_cds_WP_069474991.1_1454	lcl|NZ_CP046058.1_cds_WP_069474991.1_1454	1	351	+	351	146	214	240	26	21	68	60	52	45	22	26	8
lcl|NZ_CP046058.1_cds_WP_162205047.1_1456	lcl|NZ_CP046058.1_cds_WP_162205047.1_1456	1	336	+	336	2	5	15	0	0	7	13	2	3	0	0	2
lcl|NZ_CP046058.1_cds_WP_338017273.1_1457	lcl|NZ_CP046058.1_cds_WP_338017273.1_1457	1	3963	+	3963	283	434	489	62	32	154	302	123	144	34	16	31
lcl|NZ_CP046058.1_cds_WP_238142299.1_1471	lcl|NZ_CP046058.1_cds_WP_238142299.1_1471	1	264	+	264	23	24	30	5	7	11	10	5	10	1	0	0
lcl|NZ_CP046058.1_cds_WP_103111230.1_1476	lcl|NZ_CP046058.1_cds_WP_103111230.1_1476	1	1647	+	1647	49	32	35	21	26	17	31	30	38	4	9	15
lcl|NZ_CP046058.1_cds_WP_103111228.1_1478	lcl|NZ_CP046058.1_cds_WP_103111228.1_1478	1	753	+	753	30	43	18	11	7	8	3	5	0	0	4	6
lcl|NZ_CP046058.1_cds_D3800_RS25090_1479	lcl|NZ_CP046058.1_cds_D3800_RS25090_1479	1	483	+	483	21	14	10	7	2	11	11	5	7	5	7	0
lcl|NZ_CP046058.1_cds_WP_202861569.1_1480	lcl|NZ_CP046058.1_cds_WP_202861569.1_1480	1	627	+	627	3	0	0	0	0	2	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111226.1_1481	lcl|NZ_CP046058.1_cds_WP_103111226.1_1481	1	699	+	699	9	24	7	0	3	0	0	13	2	0	0	2
lcl|NZ_CP046058.1_cds_WP_103111225.1_1482	lcl|NZ_CP046058.1_cds_WP_103111225.1_1482	1	453	+	453	1	2	2	0	0	0	0	1	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103111224.1_1483	lcl|NZ_CP046058.1_cds_WP_103111224.1_1483	1	1173	+	1173	15	14	18	4	2	6	4	18	0	0	0	4
lcl|NZ_CP046058.1_cds_WP_016515143.1_1484	lcl|NZ_CP046058.1_cds_WP_016515143.1_1484	1	1527	+	1527	55	45	38	40	20	37	47	48	73	3	6	21
lcl|NZ_CP046058.1_cds_WP_103111223.1_1485	lcl|NZ_CP046058.1_cds_WP_103111223.1_1485	1	282	+	282	24	24	21	14	9	21	22	11	21	7	8	6
lcl|NZ_CP046058.1_cds_WP_002734439.1_1487	lcl|NZ_CP046058.1_cds_WP_002734439.1_1487	1	864	+	864	77	110	74	14	12	50	21	29	28	2	2	22
lcl|NZ_CP046058.1_cds_WP_103111222.1_1489	lcl|NZ_CP046058.1_cds_WP_103111222.1_1489	1	381	+	381	92	229	184	26	16	34	79	10	27	16	9	7
lcl|NZ_CP046058.1_cds_D3800_RS07440_1506	lcl|NZ_CP046058.1_cds_D3800_RS07440_1506	1	1906	+	1906	1024	1142	1533	477	358	794	1067	721	1403	164	135	240
lcl|NZ_CP046058.1_cds_WP_238406054.1_1509	lcl|NZ_CP046058.1_cds_WP_238406054.1_1509	1	1170	+	1170	125	193	220	16	28	54	51	38	53	11	4	20
lcl|NZ_CP046058.1_cds_D3800_RS25095_1510	lcl|NZ_CP046058.1_cds_D3800_RS25095_1510	1	159	+	159	6	0	2	2	0	1	0	0	0	0	0	2
lcl|NZ_CP046058.1_cds_WP_103112721.1_1511	lcl|NZ_CP046058.1_cds_WP_103112721.1_1511	1	855	+	855	35	39	16	18	34	83	8	12	8	17	15	27
lcl|NZ_CP046058.1_cds_WP_103112722.1_1512	lcl|NZ_CP046058.1_cds_WP_103112722.1_1512	1	822	+	822	67	57	43	29	32	114	21	15	17	10	17	28
lcl|NZ_CP046058.1_cds_WP_103112723.1_1513	lcl|NZ_CP046058.1_cds_WP_103112723.1_1513	1	1080	+	1080	4	0	0	5	0	0	0	0	0	2	0	4
lcl|NZ_CP046058.1_cds_WP_103112724.1_1514	lcl|NZ_CP046058.1_cds_WP_103112724.1_1514	1	306	+	306	0	0	0	0	0	0	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103112725.1_1515	lcl|NZ_CP046058.1_cds_WP_103112725.1_1515	1	1227	+	1227	25	19	11	3	10	2	6	19	12	5	0	4
lcl|NZ_CP046058.1_cds_WP_103112726.1_1516	lcl|NZ_CP046058.1_cds_WP_103112726.1_1516	1	981	+	981	128	105	144	96	71	97	108	80	87	58	43	40
lcl|NZ_CP046058.1_cds_WP_103112729.1_1521	lcl|NZ_CP046058.1_cds_WP_103112729.1_1521	1	375	+	375	432	584	390	168	117	240	243	146	101	73	60	47
lcl|NZ_CP046058.1_cds_WP_103112730.1_1522	lcl|NZ_CP046058.1_cds_WP_103112730.1_1522	1	3246	+	3246	180	178	243	100	39	101	91	93	88	18	28	28
lcl|NZ_CP046058.1_cds_WP_002758889.1_1524	lcl|NZ_CP046058.1_cds_WP_002758889.1_1524	1	336	+	336	78	121	103	24	7	41	63	47	59	10	0	4
lcl|NZ_CP046058.1_cds_WP_238142416.1_1552	lcl|NZ_CP046058.1_cds_WP_238142416.1_1552	1	2562	+	2562	123	145	139	101	77	143	60	36	44	37	29	31
lcl|NZ_CP046058.1_cds_WP_103112752.1_1556	lcl|NZ_CP046058.1_cds_WP_103112752.1_1556	1	249	+	249	13	10	7	6	5	4	1	2	1	2	1	0
lcl|NZ_CP046058.1_cds_D3800_RS07745_1566	lcl|NZ_CP046058.1_cds_D3800_RS07745_1566	1	751	+	751	78	55	81	299	281	471	63	24	47	46	37	51
lcl|NZ_CP046058.1_cds_WP_103112770.1_1590	lcl|NZ_CP046058.1_cds_WP_103112770.1_1590	1	813	+	813	17	68	13	7	16	8	26	14	16	0	10	3
lcl|NZ_CP046058.1_cds_WP_103112776.1_1601	lcl|NZ_CP046058.1_cds_WP_103112776.1_1601	1	783	+	783	24	18	12	0	2	6	6	2	3	0	2	0
lcl|NZ_CP046058.1_cds_WP_103112778.1_1604	lcl|NZ_CP046058.1_cds_WP_103112778.1_1604	1	1266	+	1266	0	0	0	0	2	4	4	0	0	0	4	0
lcl|NZ_CP046058.1_cds_WP_238142419.1_1605	lcl|NZ_CP046058.1_cds_WP_238142419.1_1605	1	1770	+	1770	0	0	0	2	0	0	2	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103112786.1_1617	lcl|NZ_CP046058.1_cds_WP_103112786.1_1617	1	225	+	225	12	20	20	4	1	6	4	1	10	2	1	1
lcl|NZ_CP046058.1_cds_WP_002738350.1_1645	lcl|NZ_CP046058.1_cds_WP_002738350.1_1645	1	591	+	591	516	552	465	264	251	428	345	335	361	107	84	98
lcl|NZ_CP046058.1_cds_WP_103112802.1_1649	lcl|NZ_CP046058.1_cds_WP_103112802.1_1649	1	1929	+	1929	409	468	288	336	286	494	292	225	416	62	30	90
lcl|NZ_CP046058.1_cds_WP_069474485.1_1670	lcl|NZ_CP046058.1_cds_WP_069474485.1_1670	1	876	+	876	56	137	112	26	6	45	122	40	83	5	2	14
lcl|NZ_CP046058.1_cds_WP_002778737.1_1673	lcl|NZ_CP046058.1_cds_WP_002778737.1_1673	1	435	+	435	809	2042	1267	595	432	1008	869	270	451	177	84	150
lcl|NZ_CP046058.1_cds_WP_103112816.1_1674	lcl|NZ_CP046058.1_cds_WP_103112816.1_1674	1	165	+	165	113	341	217	93	84	174	126	25	106	11	25	10
lcl|NZ_CP046058.1_cds_WP_238142421.1_1678	lcl|NZ_CP046058.1_cds_WP_238142421.1_1678	1	615	+	615	15	37	51	8	22	13	22	11	23	6	2	4
lcl|NZ_CP046058.1_cds_WP_238406055.1_1679	lcl|NZ_CP046058.1_cds_WP_238406055.1_1679	1	426	+	426	21	28	28	7	10	11	26	15	50	0	0	9
lcl|NZ_CP046058.1_cds_WP_002752946.1_1682	lcl|NZ_CP046058.1_cds_WP_002752946.1_1682	1	162	+	162	32	107	56	19	13	39	36	30	43	19	8	16
lcl|NZ_CP046058.1_cds_WP_103112821.1_1687	lcl|NZ_CP046058.1_cds_WP_103112821.1_1687	1	840	+	840	0	0	8	0	0	1	0	0	0	0	3	0
lcl|NZ_CP046058.1_cds_WP_002738880.1_1690	lcl|NZ_CP046058.1_cds_WP_002738880.1_1690	1	237	+	237	35	87	93	22	31	45	33	16	69	11	8	11
lcl|NZ_CP046058.1_cds_WP_238142422.1_1694	lcl|NZ_CP046058.1_cds_WP_238142422.1_1694	1	183	+	183	40	61	111	11	17	12	19	14	11	4	3	3
lcl|NZ_CP046058.1_cds_WP_002739141.1_1706	lcl|NZ_CP046058.1_cds_WP_002739141.1_1706	1	255	+	255	48	73	103	13	8	21	33	18	32	5	0	3
lcl|NZ_CP046058.1_cds_WP_103112830.1_1709	lcl|NZ_CP046058.1_cds_WP_103112830.1_1709	1	480	+	480	81	260	179	37	40	60	102	16	45	22	11	17
lcl|NZ_CP046058.1_cds_WP_103112834.1_1725	lcl|NZ_CP046058.1_cds_WP_103112834.1_1725	1	498	+	498	6178	6049	7105	3652	3675	4033	5849	2384	2097	386	272	500
lcl|NZ_CP046058.1_cds_WP_103112835.1_1726	lcl|NZ_CP046058.1_cds_WP_103112835.1_1726	1	411	+	411	6575	5655	6073	3207	3035	3325	4271	1897	1427	342	143	368
lcl|NZ_CP046058.1_cds_WP_002798105.1_1727	lcl|NZ_CP046058.1_cds_WP_002798105.1_1727	1	408	+	408	4590	4283	5102	3544	3461	3999	4354	1872	1691	288	140	326
lcl|NZ_CP046058.1_cds_WP_103112837.1_1732	lcl|NZ_CP046058.1_cds_WP_103112837.1_1732	1	1188	+	1188	1527	2448	1836	296	282	524	1029	411	418	113	96	98
lcl|NZ_CP046058.1_cds_D3800_RS08600_1733	lcl|NZ_CP046058.1_cds_D3800_RS08600_1733	1	786	+	786	116	159	171	54	38	67	75	49	67	12	19	16
lcl|NZ_CP046058.1_cds_WP_238142414.1_1752	lcl|NZ_CP046058.1_cds_WP_238142414.1_1752	1	306	+	306	113	247	245	10	16	39	138	23	11	9	4	8
lcl|NZ_CP046058.1_cds_WP_103112705.1_1754	lcl|NZ_CP046058.1_cds_WP_103112705.1_1754	1	2055	+	2055	124	192	210	46	50	113	161	84	148	12	9	15
lcl|NZ_CP046058.1_cds_WP_002778834.1_1757	lcl|NZ_CP046058.1_cds_WP_002778834.1_1757	1	495	+	495	614	809	781	280	297	540	607	649	745	122	39	110
lcl|NZ_CP046058.1_cds_WP_002790909.1_1776	lcl|NZ_CP046058.1_cds_WP_002790909.1_1776	1	282	+	282	72	101	64	20	40	59	29	31	35	8	6	4
lcl|NZ_CP046058.1_cds_WP_103112700.1_1781	lcl|NZ_CP046058.1_cds_WP_103112700.1_1781	1	951	+	951	223	447	374	60	47	144	99	97	129	19	25	25
lcl|NZ_CP046058.1_cds_WP_180995422.1_1784	lcl|NZ_CP046058.1_cds_WP_180995422.1_1784	1	273	+	273	145	289	503	26	10	27	117	52	72	4	9	16
lcl|NZ_CP046058.1_cds_WP_103112696.1_1785	lcl|NZ_CP046058.1_cds_WP_103112696.1_1785	1	1215	+	1215	438	748	912	163	94	179	670	211	374	38	26	58
lcl|NZ_CP046058.1_cds_WP_133158935.1_1786	lcl|NZ_CP046058.1_cds_WP_133158935.1_1786	1	4296	+	4296	478	619	676	199	149	283	382	232	460	68	33	55
lcl|NZ_CP046058.1_cds_WP_258012251.1_1787	lcl|NZ_CP046058.1_cds_WP_258012251.1_1787	1	126	+	126	16	19	30	6	1	9	17	3	8	1	0	5
lcl|NZ_CP046058.1_cds_WP_202861582.1_1796	lcl|NZ_CP046058.1_cds_WP_202861582.1_1796	1	126	+	126	0	0	0	2	2	0	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_162205093.1_1802	lcl|NZ_CP046058.1_cds_WP_162205093.1_1802	1	1263	+	1263	34	33	57	65	61	70	24	29	29	36	13	20
lcl|NZ_CP046058.1_cds_D3800_RS09020_1818	lcl|NZ_CP046058.1_cds_D3800_RS09020_1818	1	114	+	114	2	2	0	0	0	1	2	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103112680.1_1822	lcl|NZ_CP046058.1_cds_WP_103112680.1_1822	1	351	+	351	0	4	4	6	0	17	0	2	2	6	0	0
lcl|NZ_CP046058.1_cds_WP_002737283.1_1844	lcl|NZ_CP046058.1_cds_WP_002737283.1_1844	1	132	+	132	5	17	8	1	1	7	12	1	12	2	0	0
lcl|NZ_CP046058.1_cds_D3800_RS25100_1872	lcl|NZ_CP046058.1_cds_D3800_RS25100_1872	1	206	+	206	42	40	28	19	26	17	33	12	29	1	6	7
lcl|NZ_CP046058.1_cds_WP_071590307.1_1874	lcl|NZ_CP046058.1_cds_WP_071590307.1_1874	1	183	+	183	0	8	2	1	4	1	2	0	4	0	0	0
lcl|NZ_CP046058.1_cds_WP_002773272.1_1875	lcl|NZ_CP046058.1_cds_WP_002773272.1_1875	1	180	+	180	2	0	0	0	0	0	4	0	0	1	0	0
lcl|NZ_CP046058.1_cds_WP_103112654.1_1882	lcl|NZ_CP046058.1_cds_WP_103112654.1_1882	1	441	+	441	23	28	40	5	15	19	8	13	14	11	2	7
lcl|NZ_CP046058.1_cds_WP_103127405.1_1883	lcl|NZ_CP046058.1_cds_WP_103127405.1_1883	1	3666	+	3666	22	41	23	13	23	19	10	21	6	6	5	4
lcl|NZ_CP046058.1_cds_WP_103112651.1_1885	lcl|NZ_CP046058.1_cds_WP_103112651.1_1885	1	273	+	273	11	26	19	2	0	2	6	7	5	1	12	2
lcl|NZ_CP046058.1_cds_WP_180995421.1_1888	lcl|NZ_CP046058.1_cds_WP_180995421.1_1888	1	159	+	159	1	3	5	1	3	3	0	0	0	0	0	0
lcl|NZ_CP046058.1_cds_WP_103112648.1_1893	lcl|NZ_CP046058.1_cds_WP_103112648.1_1893	1	294	+	294	1351	2167	1382	407	296	599	2036	1273	1605	218	135	277
lcl|NZ_CP046058.1_cds_WP_103112647.1_1894	lcl|NZ_CP046058.1_cds_WP_103112647.1_1894	1	303	+	303	746	1122	777	386	337	546	1866	1323	2104	162	124	226
lcl|NZ_CP046058.1_cds_WP_103112637.1_1910	lcl|NZ_CP046058.1_cds_WP_103112637.1_1910	1	2004	+	2004	398	667	620	131	62	140	359	111	87	58	22	45
