Accession_ID	Chr	Start	End	Strand	Length	A_1_1	A_1_2	A_1_3	A_2_1	A_2_2	A_2_3	A_3_1	A_3_2	A_3_3	A_4_1	A_4_2	A_4_3	A_5_1	A_5_2	A_5_3	A_6_1	A_6_2	A_6_3	A_7_1	A_7_2	A_7_3	A_8_1	A_8_2	A_8_3
lcl|NZ_CP134413.1_cds_WP_024971100.1_2225	lcl|NZ_CP134413.1_cds_WP_024971100.1_2225	1	189	+	189	404	595	121	969	947	258	366	237	177	837	295	173	202	319	464	341	290	345	77	100	127	197	347	47
lcl|NZ_CP134413.1_cds_WP_024971099.1_2226	lcl|NZ_CP134413.1_cds_WP_024971099.1_2226	1	612	+	612	864	1315	342	1855	2132	691	479	563	349	1337	536	432	362	636	724	626	546	528	139	248	319	194	415	112
lcl|NZ_CP134413.1_cds_WP_287727934.1_2227	lcl|NZ_CP134413.1_cds_WP_287727934.1_2227	1	1269	+	1269	531	811	480	1117	1332	1022	290	298	361	572	781	585	248	423	724	338	407	494	145	181	227	137	292	190
lcl|NZ_CP134413.1_cds_WP_238142109.1_2243	lcl|NZ_CP134413.1_cds_WP_238142109.1_2243	1	858	+	858	1137	806	422	1716	1678	834	1098	801	284	226	179	187	1223	441	1130	659	202	143	208	295	337	119	354	166
lcl|NZ_CP134413.1_cds_WP_287662868.1_2244	lcl|NZ_CP134413.1_cds_WP_287662868.1_2244	1	612	+	612	238	307	87	281	247	115	839	1047	545	251	79	67	127	225	320	115	86	57	452	598	634	54	59	27
lcl|NZ_CP134413.1_cds_WP_311130626.1_2256	lcl|NZ_CP134413.1_cds_WP_311130626.1_2256	1	1521	+	1521	314	331	151	519	564	223	385	354	205	354	171	171	117	267	288	231	96	202	73	90	114	112	98	59
lcl|NZ_CP134413.1_cds_WP_104398236.1_2257	lcl|NZ_CP134413.1_cds_WP_104398236.1_2257	1	387	+	387	44	35	12	41	21	23	32	39	32	28	6	24	23	14	22	9	8	26	6	11	14	1	1	4
lcl|NZ_CP134413.1_cds_WP_311130628.1_2264	lcl|NZ_CP134413.1_cds_WP_311130628.1_2264	1	1188	+	1188	1545	2011	497	2027	1781	616	1737	2131	719	2817	1125	872	1002	1058	1524	1024	771	798	920	1312	1436	759	1167	341
lcl|NZ_CP134413.1_cds_WP_133164152.1_2299	lcl|NZ_CP134413.1_cds_WP_133164152.1_2299	1	1002	+	1002	1177	2758	1023	2634	3050	1769	1196	1350	879	2637	4233	2712	1115	3225	2998	2330	1138	1599	444	458	567	3289	5004	3102
lcl|NZ_CP134413.1_cds_RKE53_RS11760_2320	lcl|NZ_CP134413.1_cds_RKE53_RS11760_2320	1	579	+	579	48	74	19	59	37	24	91	123	40	43	27	23	47	65	45	20	16	21	65	36	49	27	25	3
lcl|NZ_CP134413.1_cds_WP_287744237.1_2329	lcl|NZ_CP134413.1_cds_WP_287744237.1_2329	1	126	+	126	0	0	0	0	0	0	12	7	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
lcl|NZ_CP134413.1_cds_WP_287744249.1_2337	lcl|NZ_CP134413.1_cds_WP_287744249.1_2337	1	1314	+	1314	171	200	167	85	56	64	152	199	172	166	124	106	91	62	79	46	55	61	109	117	114	37	34	28
lcl|NZ_CP134413.1_cds_WP_287744251.1_2338	lcl|NZ_CP134413.1_cds_WP_287744251.1_2338	1	1272	+	1272	638	548	338	365	346	251	340	456	316	225	373	273	445	152	331	130	117	155	260	359	321	89	111	120
lcl|NZ_CP134413.1_cds_WP_311130642.1_2354	lcl|NZ_CP134413.1_cds_WP_311130642.1_2354	1	3921	+	3921	1796	2639	1136	1975	1603	931	1752	2229	1200	1406	760	679	1020	933	948	614	397	470	734	780	760	417	420	243
lcl|NZ_CP134413.1_cds_WP_311130656.1_2377	lcl|NZ_CP134413.1_cds_WP_311130656.1_2377	1	162	+	162	79	189	69	187	111	54	177	364	93	177	74	76	72	97	107	42	43	22	145	174	214	35	28	28
lcl|NZ_CP134413.1_cds_WP_311130658.1_2382	lcl|NZ_CP134413.1_cds_WP_311130658.1_2382	1	2937	+	2937	1624	2786	1102	1585	1168	805	2370	2626	1479	2359	1032	1004	881	814	984	514	412	469	773	1088	1136	603	441	294
lcl|NZ_CP134413.1_cds_WP_311130667.1_2395	lcl|NZ_CP134413.1_cds_WP_311130667.1_2395	1	2787	+	2787	1916	2117	566	1488	1333	559	2077	2489	830	2161	803	687	1262	1004	1607	671	507	524	1072	1371	1434	597	834	310
lcl|NZ_CP134413.1_cds_WP_104397029.1_2408	lcl|NZ_CP134413.1_cds_WP_104397029.1_2408	1	1263	+	1263	23441	18991	8488	13329	12224	5836	19748	28854	11554	17145	9754	8186	18403	9792	11213	5881	5261	4568	15273	19748	18580	5008	7504	3143
lcl|NZ_CP134413.1_cds_WP_311130672.1_2413	lcl|NZ_CP134413.1_cds_WP_311130672.1_2413	1	330	+	330	123	247	34	116	122	21	101	84	18	200	22	20	104	115	88	37	11	36	27	51	39	44	7	4
lcl|NZ_CP134413.1_cds_WP_287741974.1_2427	lcl|NZ_CP134413.1_cds_WP_287741974.1_2427	1	684	+	684	335	289	165	466	358	261	263	382	140	309	277	263	144	181	184	224	179	236	140	164	156	98	106	113
lcl|NZ_CP134413.1_cds_WP_311130675.1_2428	lcl|NZ_CP134413.1_cds_WP_311130675.1_2428	1	1500	+	1500	2442	3349	443	3150	2547	459	5441	7693	1311	3376	817	545	1719	2120	1734	1450	1066	597	3691	4497	4668	888	896	204
lcl|NZ_CP134413.1_cds_WP_311130678.1_2457	lcl|NZ_CP134413.1_cds_WP_311130678.1_2457	1	2217	+	2217	246	289	268	293	253	256	400	563	459	137	180	193	143	145	119	75	65	94	228	216	282	58	94	58
lcl|NZ_CP134413.1_cds_WP_104397067.1_2470	lcl|NZ_CP134413.1_cds_WP_104397067.1_2470	1	747	+	747	1289	1393	907	1167	1281	872	1505	1890	1041	1359	1158	908	854	1162	1128	479	340	334	503	741	660	496	253	289
lcl|NZ_CP134413.1_cds_WP_287740860.1_2473	lcl|NZ_CP134413.1_cds_WP_287740860.1_2473	1	630	+	630	237	215	75	160	164	67	187	178	122	188	82	116	156	204	206	76	58	42	78	121	157	74	32	17
lcl|NZ_CP134413.1_cds_RKE53_RS12675_2501	lcl|NZ_CP134413.1_cds_RKE53_RS12675_2501	1	660	+	660	1476	2783	713	2020	1436	801	2026	2549	1292	2980	919	831	768	794	1153	548	406	468	898	1196	1466	736	321	230
lcl|NZ_CP134413.1_cds_WP_192575966.1_2518	lcl|NZ_CP134413.1_cds_WP_192575966.1_2518	1	171	+	171	276	274	27	206	196	37	373	472	57	370	51	46	142	268	393	127	38	46	248	308	309	50	132	19
lcl|NZ_CP134413.1_cds_WP_311130693.1_2521	lcl|NZ_CP134413.1_cds_WP_311130693.1_2521	1	3555	+	3555	244	323	94	435	407	119	571	649	263	416	158	120	105	143	133	119	65	75	160	213	261	87	54	43
lcl|NZ_CP134413.1_cds_WP_238141829.1_2534	lcl|NZ_CP134413.1_cds_WP_238141829.1_2534	1	642	+	642	2	10	6	10	32	9	6	14	4	20	0	8	14	6	2	22	0	5	4	3	2	2	0	0
lcl|NZ_CP134413.1_cds_WP_311130699.1_2543	lcl|NZ_CP134413.1_cds_WP_311130699.1_2543	1	864	+	864	862	757	385	674	563	338	1208	1493	652	635	461	340	613	625	727	278	226	300	698	915	846	169	262	113
lcl|NZ_CP134413.1_cds_WP_311130700.1_2548	lcl|NZ_CP134413.1_cds_WP_311130700.1_2548	1	2694	+	2694	1290	2202	658	1687	1391	714	3144	4227	2043	1598	825	587	751	981	1100	570	520	601	2220	2599	2884	430	450	176
lcl|NZ_CP134413.1_cds_WP_002775899.1_2558	lcl|NZ_CP134413.1_cds_WP_002775899.1_2558	1	300	+	300	14345	4197	6823	2080	2151	1431	6065	6806	6006	2629	5252	3076	7325	4683	4615	1008	808	1639	3096	3492	3114	1490	2407	1607
lcl|NZ_CP134413.1_cds_WP_311130703.1_2562	lcl|NZ_CP134413.1_cds_WP_311130703.1_2562	1	1116	+	1116	2681	3320	986	2951	3086	1056	2307	3358	1624	3365	1541	1158	1875	2732	2151	1083	1025	772	1102	1390	1216	1224	1154	543
lcl|NZ_CP134413.1_cds_WP_104395573.1_2563	lcl|NZ_CP134413.1_cds_WP_104395573.1_2563	1	1074	+	1074	527	889	292	911	788	274	1205	1154	318	675	290	273	396	590	544	295	163	187	440	469	605	217	151	90
lcl|NZ_CP134413.1_cds_WP_311130713.1_2585	lcl|NZ_CP134413.1_cds_WP_311130713.1_2585	1	189	+	189	284	284	116	305	260	117	214	317	108	333	137	104	163	177	208	140	64	74	78	121	164	65	120	43
lcl|NZ_CP134413.1_cds_WP_311130717.1_2592	lcl|NZ_CP134413.1_cds_WP_311130717.1_2592	1	303	+	303	37	36	15	9	16	6	8	19	10	17	19	12	7	8	19	0	0	0	12	0	2	14	5	0
lcl|NZ_CP134413.1_cds_WP_104395551.1_2598	lcl|NZ_CP134413.1_cds_WP_104395551.1_2598	1	2022	+	2022	4256	3871	2004	3172	2628	1773	3993	4933	3545	2905	2470	1952	2482	2443	3477	1663	1194	1618	2925	3636	3601	1095	1296	664
lcl|NZ_CP134413.1_cds_WP_287740908.1_2599	lcl|NZ_CP134413.1_cds_WP_287740908.1_2599	1	150	+	150	6	0	0	5	6	0	0	6	0	6	0	1	3	0	11	2	4	12	2	7	0	0	0	1
lcl|NZ_CP134413.1_cds_WP_238141824.1_2600	lcl|NZ_CP134413.1_cds_WP_238141824.1_2600	1	174	+	174	14	11	0	12	18	1	16	6	0	50	0	2	0	36	18	26	1	0	10	10	12	6	0	0
lcl|NZ_CP134413.1_cds_WP_311131791.1_2601	lcl|NZ_CP134413.1_cds_WP_311131791.1_2601	1	516	+	516	37	120	11	22	33	5	36	46	11	63	1	13	29	91	58	34	43	30	62	33	63	25	13	4
lcl|NZ_CP134413.1_cds_WP_104395549.1_2602	lcl|NZ_CP134413.1_cds_WP_104395549.1_2602	1	1911	+	1911	619	794	277	675	642	414	614	749	365	728	443	335	398	567	784	285	127	213	294	375	381	261	172	133
lcl|NZ_CP134413.1_cds_WP_104395548.1_2603	lcl|NZ_CP134413.1_cds_WP_104395548.1_2603	1	1518	+	1518	455	655	267	425	480	264	403	658	417	429	372	223	290	589	501	274	222	186	390	483	456	194	157	81
lcl|NZ_CP134413.1_cds_WP_311130720.1_2607	lcl|NZ_CP134413.1_cds_WP_311130720.1_2607	1	2100	+	2100	291	525	145	339	236	151	443	567	295	434	262	194	184	154	214	71	70	88	288	336	385	50	77	65
lcl|NZ_CP134413.1_cds_WP_104395535.1_2619	lcl|NZ_CP134413.1_cds_WP_104395535.1_2619	1	219	+	219	108	162	362	20	24	75	52	74	61	89	360	325	18	119	239	6	14	10	7	38	17	59	139	215
lcl|NZ_CP134413.1_cds_WP_287662566.1_2622	lcl|NZ_CP134413.1_cds_WP_287662566.1_2622	1	714	+	714	646	764	184	372	350	98	587	621	221	830	470	224	296	529	482	130	77	119	186	330	245	203	180	79
lcl|NZ_CP134413.1_cds_WP_104395530.1_2626	lcl|NZ_CP134413.1_cds_WP_104395530.1_2626	1	1578	+	1578	510	303	185	199	191	75	388	529	209	318	202	129	223	303	244	67	65	96	178	292	329	66	134	44
lcl|NZ_CP134413.1_cds_WP_104395524.1_2632	lcl|NZ_CP134413.1_cds_WP_104395524.1_2632	1	267	+	267	2218	3262	673	2301	1889	707	1715	1519	571	2883	766	799	977	787	1094	581	240	415	212	376	486	622	426	156
lcl|NZ_CP134413.1_cds_WP_002736556.1_2634	lcl|NZ_CP134413.1_cds_WP_002736556.1_2634	1	273	+	273	478	426	448	477	355	348	766	859	772	229	451	307	223	235	276	125	87	195	347	402	425	83	78	102
lcl|NZ_CP134413.1_cds_WP_287741155.1_2640	lcl|NZ_CP134413.1_cds_WP_287741155.1_2640	1	738	+	738	11957	19129	4628	15979	16303	6055	11238	12723	5525	17714	8933	7202	8171	17375	16044	7063	4729	4855	4629	6667	6161	6776	5535	2536
lcl|NZ_CP134413.1_cds_WP_311130731.1_2646	lcl|NZ_CP134413.1_cds_WP_311130731.1_2646	1	618	+	618	7622	14054	4657	3865	2761	1722	4209	4349	2805	6736	4948	3851	3243	1517	2636	1143	954	1364	1408	2082	2159	1699	847	604
lcl|NZ_CP134413.1_cds_WP_002803833.1_2653	lcl|NZ_CP134413.1_cds_WP_002803833.1_2653	1	261	+	261	11255	10618	1656	11896	8577	1788	12960	18551	6183	9680	1880	1526	6176	6675	7481	5474	3675	3091	9605	11436	13542	2498	3176	649
lcl|NZ_CP134413.1_cds_RKE53_RS13500_2662	lcl|NZ_CP134413.1_cds_RKE53_RS13500_2662	1	269	+	269	66	48	24	64	38	22	71	102	30	66	47	33	37	71	81	15	10	14	26	39	27	48	11	6
lcl|NZ_CP134413.1_cds_RKE53_RS13505_2663	lcl|NZ_CP134413.1_cds_RKE53_RS13505_2663	1	644	+	644	224	252	128	130	150	150	193	280	128	192	215	188	76	127	198	60	25	69	84	121	89	100	78	73
lcl|NZ_CP134413.1_cds_WP_311131795.1_2674	lcl|NZ_CP134413.1_cds_WP_311131795.1_2674	1	1359	+	1359	195	113	126	111	77	56	209	254	204	75	93	56	107	116	82	40	48	97	128	153	183	24	61	31
lcl|NZ_CP134413.1_cds_WP_194017295.1_2701	lcl|NZ_CP134413.1_cds_WP_194017295.1_2701	1	435	+	435	408	757	202	982	823	398	588	1003	440	951	459	372	318	419	484	369	329	301	430	538	708	281	320	153
lcl|NZ_CP134413.1_cds_WP_311130741.1_2707	lcl|NZ_CP134413.1_cds_WP_311130741.1_2707	1	381	+	381	50	52	27	11	44	12	12	15	7	24	20	28	31	54	51	8	4	11	16	22	8	28	44	16
lcl|NZ_CP134413.1_cds_WP_104395471.1_2715	lcl|NZ_CP134413.1_cds_WP_104395471.1_2715	1	471	+	471	296	342	229	261	171	130	328	527	507	126	173	175	194	205	263	94	101	103	229	312	393	99	75	57
lcl|NZ_CP134413.1_cds_WP_104395469.1_2717	lcl|NZ_CP134413.1_cds_WP_104395469.1_2717	1	471	+	471	124	64	51	90	67	60	18	37	57	47	110	43	34	80	48	38	38	57	26	42	19	31	68	49
lcl|NZ_CP134413.1_cds_WP_104395468.1_2718	lcl|NZ_CP134413.1_cds_WP_104395468.1_2718	1	459	+	459	38	33	21	25	18	17	30	20	29	6	23	20	27	32	29	12	7	3	15	24	15	32	34	38
lcl|NZ_CP134413.1_cds_WP_311130746.1_2733	lcl|NZ_CP134413.1_cds_WP_311130746.1_2733	1	369	+	369	963	3615	830	1715	2278	950	458	690	338	7573	1635	1881	587	526	173	149	85	67	51	102	47	228	187	106
lcl|NZ_CP134413.1_cds_WP_311130747.1_2734	lcl|NZ_CP134413.1_cds_WP_311130747.1_2734	1	282	+	282	54	60	54	8	32	30	94	72	65	162	77	149	20	30	18	0	1	5	2	1	2	43	6	18
lcl|NZ_CP134413.1_cds_WP_311130748.1_2735	lcl|NZ_CP134413.1_cds_WP_311130748.1_2735	1	183	+	183	10	18	2	6	4	1	4	8	3	73	12	12	5	4	4	0	0	0	2	0	2	2	0	1
lcl|NZ_CP134413.1_cds_WP_311130749.1_2736	lcl|NZ_CP134413.1_cds_WP_311130749.1_2736	1	309	+	309	43	180	18	102	138	37	81	61	24	435	17	66	43	63	14	28	15	12	10	1	2	45	10	4
lcl|NZ_CP134413.1_cds_WP_311130750.1_2737	lcl|NZ_CP134413.1_cds_WP_311130750.1_2737	1	231	+	231	406	5654	551	1855	2332	501	633	1004	637	2390	852	623	412	106	127	109	264	76	55	113	74	257	94	36
lcl|NZ_CP134413.1_cds_WP_104395450.1_2738	lcl|NZ_CP134413.1_cds_WP_104395450.1_2738	1	435	+	435	2444	13862	2586	5255	7242	3019	1144	2034	1006	12887	6427	5869	1646	1712	1038	561	600	440	214	283	296	570	993	351
lcl|NZ_CP134413.1_cds_WP_104395449.1_2739	lcl|NZ_CP134413.1_cds_WP_104395449.1_2739	1	237	+	237	32	73	34	96	190	90	24	12	0	29	37	44	52	12	0	6	14	0	16	6	4	6	23	5
lcl|NZ_CP134413.1_cds_RKE53_RS13920_2746	lcl|NZ_CP134413.1_cds_RKE53_RS13920_2746	1	1290	+	1290	84	197	80	110	89	107	49	104	24	134	61	99	76	87	120	25	14	17	24	63	36	31	26	20
lcl|NZ_CP134413.1_cds_WP_238141818.1_2747	lcl|NZ_CP134413.1_cds_WP_238141818.1_2747	1	369	+	369	115	232	90	94	57	49	60	63	14	165	87	56	90	8	9	2	8	17	9	24	15	20	57	41
lcl|NZ_CP134413.1_cds_WP_311130759.1_2759	lcl|NZ_CP134413.1_cds_WP_311130759.1_2759	1	276	+	276	644	446	159	361	344	124	603	964	320	485	105	136	399	217	231	135	87	60	437	553	721	100	189	66
lcl|NZ_CP134413.1_cds_RKE53_RS14050_2772	lcl|NZ_CP134413.1_cds_RKE53_RS14050_2772	1	415	+	415	13	9	9	11	12	10	15	41	40	12	9	12	11	14	9	14	0	0	8	14	21	6	0	12
lcl|NZ_CP134413.1_cds_WP_104395419.1_2777	lcl|NZ_CP134413.1_cds_WP_104395419.1_2777	1	183	+	183	10	20	10	10	8	6	8	3	6	14	6	9	10	21	4	1	0	0	0	6	2	0	9	1
lcl|NZ_CP134413.1_cds_WP_104395418.1_2778	lcl|NZ_CP134413.1_cds_WP_104395418.1_2778	1	1899	+	1899	367	318	191	277	302	155	141	182	110	348	205	211	271	120	176	99	70	101	141	117	134	67	106	70
lcl|NZ_CP134413.1_cds_WP_311130764.1_2807	lcl|NZ_CP134413.1_cds_WP_311130764.1_2807	1	129	+	129	23	14	0	2	8	0	6	32	0	40	0	0	4	10	14	2	0	0	6	10	8	4	0	0
lcl|NZ_CP134413.1_cds_WP_311130768.1_2813	lcl|NZ_CP134413.1_cds_WP_311130768.1_2813	1	1869	+	1869	33858	36149	20392	37327	33048	23053	41024	53647	27529	44832	29978	26740	21666	18059	20184	14605	12173	11440	23540	27171	28455	11284	11631	8202
lcl|NZ_CP134413.1_cds_WP_194013519.1_2821	lcl|NZ_CP134413.1_cds_WP_194013519.1_2821	1	777	+	777	418	387	344	559	335	415	190	238	146	147	776	356	293	407	205	130	57	119	47	44	32	76	197	156
lcl|NZ_CP134413.1_cds_WP_133164150.1_2827	lcl|NZ_CP134413.1_cds_WP_133164150.1_2827	1	450	+	450	22	2	6	8	6	9	0	8	2	14	20	7	18	18	29	5	0	12	6	5	4	4	20	13
lcl|NZ_CP134413.1_cds_WP_104396909.1_2828	lcl|NZ_CP134413.1_cds_WP_104396909.1_2828	1	360	+	360	19	3	0	1	8	1	2	2	0	4	11	0	15	6	1	0	0	10	4	3	8	4	21	3
lcl|NZ_CP134413.1_cds_WP_311130774.1_2832	lcl|NZ_CP134413.1_cds_WP_311130774.1_2832	1	954	+	954	320	381	105	323	317	103	347	321	102	596	208	200	153	168	301	136	94	121	131	205	195	79	99	27
lcl|NZ_CP134413.1_cds_RKE53_RS14360_2833	lcl|NZ_CP134413.1_cds_RKE53_RS14360_2833	1	3158	+	3158	2917	3077	1465	2298	1946	1207	3210	4454	2003	2580	1939	1469	2102	1826	2475	893	863	978	2218	2926	3028	826	1053	580
lcl|NZ_CP134413.1_cds_WP_104396899.1_2839	lcl|NZ_CP134413.1_cds_WP_104396899.1_2839	1	1068	+	1068	134	146	114	152	141	120	138	157	132	113	190	107	79	93	255	61	34	75	57	125	98	61	39	65
lcl|NZ_CP134413.1_cds_RKE53_RS14445_2850	lcl|NZ_CP134413.1_cds_RKE53_RS14445_2850	1	186	+	186	11638	19903	1875	10414	10209	1652	9292	14449	2320	17456	2971	2497	8056	5716	7593	4419	2630	2402	7057	8051	8908	3373	4033	782
lcl|NZ_CP134413.1_cds_WP_104396879.1_2874	lcl|NZ_CP134413.1_cds_WP_104396879.1_2874	1	339	+	339	553	491	134	839	593	252	585	888	248	615	581	273	359	151	180	187	129	106	184	347	243	73	92	29
lcl|NZ_CP134413.1_cds_WP_287742592.1_2883	lcl|NZ_CP134413.1_cds_WP_287742592.1_2883	1	552	+	552	1265	1407	694	537	378	203	471	379	346	805	412	386	595	132	201	164	92	113	87	144	124	185	166	131
lcl|NZ_CP134413.1_cds_WP_287742595.1_2885	lcl|NZ_CP134413.1_cds_WP_287742595.1_2885	1	174	+	174	146	223	38	154	108	30	200	279	62	195	57	49	77	40	78	31	37	29	104	131	136	11	42	9
lcl|NZ_CP134413.1_cds_WP_271926131.1_2889	lcl|NZ_CP134413.1_cds_WP_271926131.1_2889	1	624	+	624	2	4	6	10	18	12	0	0	1	9	32	33	0	4	5	2	2	6	0	0	0	6	0	0
lcl|NZ_CP134413.1_cds_WP_311131823.1_2898	lcl|NZ_CP134413.1_cds_WP_311131823.1_2898	1	228	+	228	34	43	8	17	24	6	7	9	5	14	8	9	19	28	34	16	0	4	7	10	11	9	32	5
lcl|NZ_CP134413.1_cds_WP_311130793.1_2899	lcl|NZ_CP134413.1_cds_WP_311130793.1_2899	1	372	+	372	98	187	46	107	90	47	103	258	116	171	67	63	61	56	73	46	21	34	58	108	96	64	24	32
lcl|NZ_CP134413.1_cds_WP_311130795.1_2901	lcl|NZ_CP134413.1_cds_WP_311130795.1_2901	1	777	+	777	991	874	150	898	634	175	1890	1567	501	692	186	136	706	462	398	416	284	253	1046	1466	1599	153	182	21
lcl|NZ_CP134413.1_cds_WP_311130796.1_2902	lcl|NZ_CP134413.1_cds_WP_311130796.1_2902	1	804	+	804	596	584	258	783	539	279	1313	1360	626	488	321	277	263	303	208	263	277	180	761	1019	970	100	143	73
lcl|NZ_CP134413.1_cds_WP_311130797.1_2905	lcl|NZ_CP134413.1_cds_WP_311130797.1_2905	1	3003	+	3003	386	369	195	337	260	117	409	521	215	379	215	158	198	150	297	108	81	108	195	263	269	88	123	34
lcl|NZ_CP134413.1_cds_WP_104396862.1_2908	lcl|NZ_CP134413.1_cds_WP_104396862.1_2908	1	2175	+	2175	343	232	150	249	292	140	180	236	151	255	182	156	466	158	214	67	60	123	88	204	176	172	168	110
lcl|NZ_CP134413.1_cds_WP_311130799.1_2909	lcl|NZ_CP134413.1_cds_WP_311130799.1_2909	1	2151	+	2151	700	465	374	468	364	308	325	524	287	524	442	449	1187	302	468	183	149	166	296	612	434	244	208	205
lcl|NZ_CP134413.1_cds_WP_238142013.1_2916	lcl|NZ_CP134413.1_cds_WP_238142013.1_2916	1	189	+	189	98	50	35	67	41	35	126	148	76	28	37	24	60	79	119	45	8	42	113	133	126	18	40	22
lcl|NZ_CP134413.1_cds_WP_133164149.1_2927	lcl|NZ_CP134413.1_cds_WP_133164149.1_2927	1	192	+	192	34	36	2	35	26	5	22	34	6	66	2	4	14	22	8	0	4	0	9	8	3	42	24	2
lcl|NZ_CP134413.1_cds_WP_228009652.1_2932	lcl|NZ_CP134413.1_cds_WP_228009652.1_2932	1	273	+	273	502	381	243	293	189	159	813	833	438	315	205	325	462	228	349	102	85	108	476	648	593	45	105	51
lcl|NZ_CP134413.1_cds_WP_104396842.1_2933	lcl|NZ_CP134413.1_cds_WP_104396842.1_2933	1	834	+	834	1238	2216	741	1408	1323	753	2920	3095	1950	2090	1182	934	1948	2478	4098	452	430	489	959	1512	1313	1067	409	383
lcl|NZ_CP134413.1_cds_WP_311130808.1_2946	lcl|NZ_CP134413.1_cds_WP_311130808.1_2946	1	4023	+	4023	1199	3468	1063	2753	2087	1025	972	1390	1094	3748	1371	1557	470	674	1064	580	276	472	213	341	393	953	176	273
lcl|NZ_CP134413.1_cds_WP_311130809.1_2947	lcl|NZ_CP134413.1_cds_WP_311130809.1_2947	1	1665	+	1665	545	1641	574	1066	903	566	572	659	579	1814	643	809	223	410	412	227	135	244	104	208	167	392	94	153
lcl|NZ_CP134413.1_cds_WP_287741966.1_2950	lcl|NZ_CP134413.1_cds_WP_287741966.1_2950	1	648	+	648	398	754	347	585	440	355	333	440	349	778	584	543	169	170	139	81	43	64	49	84	50	215	50	90
lcl|NZ_CP134413.1_cds_WP_287741963.1_2951	lcl|NZ_CP134413.1_cds_WP_287741963.1_2951	1	222	+	222	9	8	4	7	12	9	10	6	13	3	3	3	2	8	2	6	8	13	1	3	1	0	0	2
lcl|NZ_CP134413.1_cds_WP_287741961.1_2952	lcl|NZ_CP134413.1_cds_WP_287741961.1_2952	1	1839	+	1839	79	178	54	154	209	90	108	149	69	66	17	14	66	229	138	97	66	42	38	69	120	8	22	14
lcl|NZ_CP134413.1_cds_WP_311130811.1_2953	lcl|NZ_CP134413.1_cds_WP_311130811.1_2953	1	4482	+	4482	657	1011	277	1065	924	443	552	677	336	1026	595	408	379	395	747	219	182	203	279	295	288	351	177	116
lcl|NZ_CP134413.1_cds_WP_104396830.1_2954	lcl|NZ_CP134413.1_cds_WP_104396830.1_2954	1	1893	+	1893	197	421	249	227	174	196	118	186	219	272	186	232	91	145	176	24	61	50	49	50	48	99	34	42
lcl|NZ_CP134413.1_cds_WP_311130813.1_2962	lcl|NZ_CP134413.1_cds_WP_311130813.1_2962	1	552	+	552	174	157	68	118	141	85	199	254	127	93	81	58	56	103	191	34	35	33	98	123	184	20	61	34
lcl|NZ_CP134413.1_cds_WP_311130814.1_2963	lcl|NZ_CP134413.1_cds_WP_311130814.1_2963	1	777	+	777	18323	21178	8086	17609	14831	8111	31338	37516	17883	17941	8354	7384	8603	6437	7285	5064	3109	4376	9711	11947	13382	3853	3076	1566
lcl|NZ_CP134413.1_cds_WP_104396816.1_2972	lcl|NZ_CP134413.1_cds_WP_104396816.1_2972	1	963	+	963	60	117	29	806	902	424	470	737	294	293	113	144	42	62	882	172	116	56	70	141	83	207	32	69
lcl|NZ_CP134413.1_cds_WP_104396814.1_2974	lcl|NZ_CP134413.1_cds_WP_104396814.1_2974	1	1917	+	1917	166	305	82	1261	1726	900	579	825	640	484	366	274	88	160	682	242	196	240	167	252	151	294	58	127
lcl|NZ_CP134413.1_cds_WP_104396813.1_2975	lcl|NZ_CP134413.1_cds_WP_104396813.1_2975	1	495	+	495	8	12	4	281	265	71	120	180	85	109	12	21	1	16	72	54	55	27	25	55	35	77	6	8
lcl|NZ_CP134413.1_cds_WP_311130816.1_2979	lcl|NZ_CP134413.1_cds_WP_311130816.1_2979	1	1002	+	1002	182	215	112	179	174	96	270	269	198	186	148	93	103	81	274	41	53	20	78	152	85	56	38	27
lcl|NZ_CP134413.1_cds_WP_133164147.1_2987	lcl|NZ_CP134413.1_cds_WP_133164147.1_2987	1	264	+	264	50	78	16	55	42	9	55	35	7	65	12	7	19	43	62	26	7	0	12	18	6	22	35	0
lcl|NZ_CP134413.1_cds_WP_311130819.1_2997	lcl|NZ_CP134413.1_cds_WP_311130819.1_2997	1	1347	+	1347	237	289	96	349	261	120	429	532	143	253	122	112	172	130	230	154	108	108	297	364	382	62	103	34
lcl|NZ_CP134413.1_cds_RKE53_RS15235_3007	lcl|NZ_CP134413.1_cds_RKE53_RS15235_3007	1	291	+	291	6	23	5	7	18	15	15	23	9	15	4	7	7	5	19	2	2	10	16	7	3	11	3	4
lcl|NZ_CP134413.1_cds_WP_104396791.1_3008	lcl|NZ_CP134413.1_cds_WP_104396791.1_3008	1	216	+	216	81	28	12	25	17	10	30	42	13	20	15	4	43	37	10	9	19	12	6	15	6	18	9	0
lcl|NZ_CP134413.1_cds_WP_104396790.1_3009	lcl|NZ_CP134413.1_cds_WP_104396790.1_3009	1	1233	+	1233	511	339	198	308	276	219	298	467	165	203	294	203	330	152	188	83	98	73	197	262	183	57	137	70
lcl|NZ_CP134413.1_cds_WP_311130822.1_3010	lcl|NZ_CP134413.1_cds_WP_311130822.1_3010	1	960	+	960	308	263	136	161	182	106	160	230	110	181	177	125	197	132	108	81	66	52	44	99	61	44	58	53
