# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/phage_pangenome.gff3" "-p" "-t" "gene" "-g" "ID" "-o" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/FC/TAIHU_all_featurecounts.txt" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_3.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_1.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_2.sam" "/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_3.sam" 
Geneid	Chr	Start	End	Strand	Length	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_1_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_2_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_3_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_4_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_5_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_6_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_7_3.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_1.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_2.sam	/lustre/isaac/proj/UTK0002/TAIHU/TAIHU_2024/phage_pangenome/SAM/A_8_3.sam
lcl|OQ540923.1_cds_WKV16961.1_36.1	lcl|OQ540923.1_cds_WKV16961.1_36	1	297	+	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16962.1_37.1	lcl|OQ540923.1_cds_WKV16962.1_37	1	726	+	726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16963.1_38.1	lcl|OQ540923.1_cds_WKV16963.1_38	1	735	+	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16964.1_39.1	lcl|OQ540923.1_cds_WKV16964.1_39	1	444	+	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16965.1_40.1	lcl|OQ540923.1_cds_WKV16965.1_40	1	282	+	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16966.1_41.1	lcl|OQ540923.1_cds_WKV16966.1_41	1	630	+	630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16967.1_42.1	lcl|OQ540923.1_cds_WKV16967.1_42	1	321	+	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16968.1_43.1	lcl|OQ540923.1_cds_WKV16968.1_43	1	954	+	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16969.1_44.1	lcl|OQ540923.1_cds_WKV16969.1_44	1	1053	+	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16970.1_45.1	lcl|OQ540923.1_cds_WKV16970.1_45	1	273	+	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16971.1_46.1	lcl|OQ540923.1_cds_WKV16971.1_46	1	1515	+	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16972.1_47.1	lcl|OQ540923.1_cds_WKV16972.1_47	1	696	+	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16973.1_48.1	lcl|OQ540923.1_cds_WKV16973.1_48	1	2232	+	2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16974.1_49.1	lcl|OQ540923.1_cds_WKV16974.1_49	1	348	+	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16975.1_50.1	lcl|OQ540923.1_cds_WKV16975.1_50	1	207	+	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16976.1_51.1	lcl|OQ540923.1_cds_WKV16976.1_51	1	249	+	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16977.1_52.1	lcl|OQ540923.1_cds_WKV16977.1_52	1	183	+	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16978.1_53.1	lcl|OQ540923.1_cds_WKV16978.1_53	1	144	+	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16979.1_54.1	lcl|OQ540923.1_cds_WKV16979.1_54	1	1449	+	1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16980.1_55.1	lcl|OQ540923.1_cds_WKV16980.1_55	1	162	+	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16981.1_56.1	lcl|OQ540923.1_cds_WKV16981.1_56	1	246	+	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16982.1_57.1	lcl|OQ540923.1_cds_WKV16982.1_57	1	549	+	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16983.1_58.1	lcl|OQ540923.1_cds_WKV16983.1_58	1	273	+	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16984.1_59.1	lcl|OQ540923.1_cds_WKV16984.1_59	1	147	+	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16985.1_60.1	lcl|OQ540923.1_cds_WKV16985.1_60	1	489	+	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16986.1_61.1	lcl|OQ540923.1_cds_WKV16986.1_61	1	525	+	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16987.1_62.1	lcl|OQ540923.1_cds_WKV16987.1_62	1	138	+	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OQ540923.1_cds_WKV16988.1_63.1	lcl|OQ540923.1_cds_WKV16988.1_63	1	1347	+	1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50700.1_1.1	lcl|MZ570427.1_cds_QYC50700.1_1	1	198	+	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50701.1_2.1	lcl|MZ570427.1_cds_QYC50701.1_2	1	1446	+	1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50702.1_3.1	lcl|MZ570427.1_cds_QYC50702.1_3	1	330	+	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50703.1_4.1	lcl|MZ570427.1_cds_QYC50703.1_4	1	720	+	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50704.1_5.1	lcl|MZ570427.1_cds_QYC50704.1_5	1	354	+	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50705.1_6.1	lcl|MZ570427.1_cds_QYC50705.1_6	1	399	+	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50706.1_7.1	lcl|MZ570427.1_cds_QYC50706.1_7	1	522	+	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50707.1_8.1	lcl|MZ570427.1_cds_QYC50707.1_8	1	330	+	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50708.1_9.1	lcl|MZ570427.1_cds_QYC50708.1_9	1	582	+	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50709.1_10.1	lcl|MZ570427.1_cds_QYC50709.1_10	1	243	+	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50710.1_11.1	lcl|MZ570427.1_cds_QYC50710.1_11	1	399	+	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50711.1_12.1	lcl|MZ570427.1_cds_QYC50711.1_12	1	114	+	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50712.1_13.1	lcl|MZ570427.1_cds_QYC50712.1_13	1	1188	+	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50713.1_14.1	lcl|MZ570427.1_cds_QYC50713.1_14	1	498	+	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50714.1_15.1	lcl|MZ570427.1_cds_QYC50714.1_15	1	507	+	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50715.1_16.1	lcl|MZ570427.1_cds_QYC50715.1_16	1	564	+	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50716.1_17.1	lcl|MZ570427.1_cds_QYC50716.1_17	1	3036	+	3036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50717.1_18.1	lcl|MZ570427.1_cds_QYC50717.1_18	1	414	+	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50718.1_19.1	lcl|MZ570427.1_cds_QYC50718.1_19	1	1974	+	1974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50719.1_20.1	lcl|MZ570427.1_cds_QYC50719.1_20	1	1524	+	1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50720.1_21.1	lcl|MZ570427.1_cds_QYC50720.1_21	1	621	+	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50721.1_22.1	lcl|MZ570427.1_cds_QYC50721.1_22	1	825	+	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50723.1_24.1	lcl|MZ570427.1_cds_QYC50723.1_24	1	1632	+	1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50724.1_25.1	lcl|MZ570427.1_cds_QYC50724.1_25	1	567	+	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50725.1_26.1	lcl|MZ570427.1_cds_QYC50725.1_26	1	282	+	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50726.1_27.1	lcl|MZ570427.1_cds_QYC50726.1_27	1	576	+	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50727.1_28.1	lcl|MZ570427.1_cds_QYC50727.1_28	1	681	+	681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50728.1_29.1	lcl|MZ570427.1_cds_QYC50728.1_29	1	273	+	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50729.1_30.1	lcl|MZ570427.1_cds_QYC50729.1_30	1	183	+	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50730.1_31.1	lcl|MZ570427.1_cds_QYC50730.1_31	1	531	+	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50731.1_32.1	lcl|MZ570427.1_cds_QYC50731.1_32	1	474	+	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50732.1_33.1	lcl|MZ570427.1_cds_QYC50732.1_33	1	1086	+	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50733.1_34.1	lcl|MZ570427.1_cds_QYC50733.1_34	1	1353	+	1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50734.1_35.1	lcl|MZ570427.1_cds_QYC50734.1_35	1	585	+	585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50735.1_36.1	lcl|MZ570427.1_cds_QYC50735.1_36	1	363	+	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50736.1_37.1	lcl|MZ570427.1_cds_QYC50736.1_37	1	1005	+	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50738.1_39.1	lcl|MZ570427.1_cds_QYC50738.1_39	1	603	+	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50739.1_40.1	lcl|MZ570427.1_cds_QYC50739.1_40	1	417	+	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50740.1_41.1	lcl|MZ570427.1_cds_QYC50740.1_41	1	285	+	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50741.1_42.1	lcl|MZ570427.1_cds_QYC50741.1_42	1	1014	+	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50742.1_43.1	lcl|MZ570427.1_cds_QYC50742.1_43	1	1344	+	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50743.1_44.1	lcl|MZ570427.1_cds_QYC50743.1_44	1	330	+	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50746.1_47.1	lcl|MZ570427.1_cds_QYC50746.1_47	1	444	+	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50747.1_48.1	lcl|MZ570427.1_cds_QYC50747.1_48	1	450	+	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50748.1_49.1	lcl|MZ570427.1_cds_QYC50748.1_49	1	342	+	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50749.1_50.1	lcl|MZ570427.1_cds_QYC50749.1_50	1	210	+	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50750.1_51.1	lcl|MZ570427.1_cds_QYC50750.1_51	1	279	+	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50751.1_52.1	lcl|MZ570427.1_cds_QYC50751.1_52	1	225	+	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50752.1_53.1	lcl|MZ570427.1_cds_QYC50752.1_53	1	210	+	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50753.1_54.1	lcl|MZ570427.1_cds_QYC50753.1_54	1	204	+	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50754.1_55.1	lcl|MZ570427.1_cds_QYC50754.1_55	1	474	+	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50755.1_56.1	lcl|MZ570427.1_cds_QYC50755.1_56	1	213	+	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50756.1_57.1	lcl|MZ570427.1_cds_QYC50756.1_57	1	2145	+	2145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50757.1_58.1	lcl|MZ570427.1_cds_QYC50757.1_58	1	417	+	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50758.1_59.1	lcl|MZ570427.1_cds_QYC50758.1_59	1	246	+	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|MZ570427.1_cds_QYC50759.1_60.1	lcl|MZ570427.1_cds_QYC50759.1_60	1	231	+	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74478.1_1.1	lcl|OP028995.1_cds_UUJ74478.1_1	1	321	+	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74479.1_2.1	lcl|OP028995.1_cds_UUJ74479.1_2	1	150	+	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74480.1_3.1	lcl|OP028995.1_cds_UUJ74480.1_3	1	1527	+	1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74481.1_4.1	lcl|OP028995.1_cds_UUJ74481.1_4	1	1935	+	1935	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74482.1_5.1	lcl|OP028995.1_cds_UUJ74482.1_5	1	225	+	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74483.1_6.1	lcl|OP028995.1_cds_UUJ74483.1_6	1	90	+	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74484.1_7.1	lcl|OP028995.1_cds_UUJ74484.1_7	1	237	+	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74485.1_8.1	lcl|OP028995.1_cds_UUJ74485.1_8	1	2637	+	2637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74486.1_9.1	lcl|OP028995.1_cds_UUJ74486.1_9	1	165	+	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74487.1_10.1	lcl|OP028995.1_cds_UUJ74487.1_10	1	192	+	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74488.1_11.1	lcl|OP028995.1_cds_UUJ74488.1_11	1	168	+	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74489.1_12.1	lcl|OP028995.1_cds_UUJ74489.1_12	1	207	+	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74490.1_13.1	lcl|OP028995.1_cds_UUJ74490.1_13	1	420	+	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74491.1_14.1	lcl|OP028995.1_cds_UUJ74491.1_14	1	1104	+	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74492.1_15.1	lcl|OP028995.1_cds_UUJ74492.1_15	1	174	+	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74493.1_16.1	lcl|OP028995.1_cds_UUJ74493.1_16	1	462	+	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74494.1_17.1	lcl|OP028995.1_cds_UUJ74494.1_17	1	324	+	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74495.1_18.1	lcl|OP028995.1_cds_UUJ74495.1_18	1	612	+	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lcl|OP028995.1_cds_UUJ74496.1_19.1	lcl|OP028995.1_cds_UUJ74496.1_19	1	246	+	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
